"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
0.442828,0.442828,0.442828,0.442828,0.442828,4.15058,4.15058,4.15058,4.15058,4.15058,0.623432,0.623432,0.623432,0.623432,0.623432,0.267936,0.267936,0.267936,0.267936,0.267936,0.253792,0.253792,0.253792,0.253792,0.253792,0.288956,0.288956,0.288956,0.288956,0.288956,0.351936,0.351936,0.351936,0.351936,0.351936,0.332172,0.332172,0.332172,0.332172,0.332172,0.227804,0.227804,0.227804,0.227804,0.227804,1.41148,1.41148,1.41148,1.41148,1.41148,0.160772,0.160772,0.160772,0.160772,0.160772,0.11256,0.11256,0.11256,0.11256,0.11256,0.084588,0.084588,0.084588,0.084588,0.084588,0.074292,0.074292,0.074292,0.074292,0.074292,0.063284,0.063284,0.063284,0.063284,0.063284,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828
0.442828,0.442828,0.442828,0.442828,0.442828,4.15058,4.15058,4.15058,4.15058,4.15058,0.623432,0.623432,0.623432,0.623432,0.623432,0.267936,0.267936,0.267936,0.267936,0.267936,0.253792,0.253792,0.253792,0.253792,0.253792,0.288956,0.288956,0.288956,0.288956,0.288956,0.351936,0.351936,0.351936,0.351936,0.351936,0.332172,0.332172,0.332172,0.332172,0.332172,0.227804,0.227804,0.227804,0.227804,0.227804,1.41148,1.41148,1.41148,1.41148,1.41148,0.160772,0.160772,0.160772,0.160772,0.160772,0.11256,0.11256,0.11256,0.11256,0.11256,0.084588,0.084588,0.084588,0.084588,0.084588,0.074292,0.074292,0.074292,0.074292,0.074292,0.063284,0.063284,0.063284,0.063284,0.063284,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828
0.442828,0.442828,0.442828,0.442828,0.442828,4.15058,4.15058,4.15058,4.15058,4.15058,0.623432,0.623432,0.623432,0.623432,0.623432,0.267936,0.267936,0.267936,0.267936,0.267936,0.253792,0.253792,0.253792,0.253792,0.253792,0.288956,0.288956,0.288956,0.288956,0.288956,0.351936,0.351936,0.351936,0.351936,0.351936,0.332172,0.332172,0.332172,0.332172,0.332172,0.227804,0.227804,0.227804,0.227804,0.227804,1.41148,1.41148,1.41148,1.41148,1.41148,0.160772,0.160772,0.160772,0.160772,0.160772,0.11256,0.11256,0.11256,0.11256,0.11256,0.084588,0.084588,0.084588,0.084588,0.084588,0.074292,0.074292,0.074292,0.074292,0.074292,0.063284,0.063284,0.063284,0.063284,0.063284,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828
0.442828,0.442828,0.442828,0.442828,0.442828,4.15058,4.15058,4.15058,4.15058,4.15058,0.623432,0.623432,0.623432,0.623432,0.623432,0.267936,0.267936,0.267936,0.267936,0.267936,0.253792,0.253792,0.253792,0.253792,0.253792,0.288956,0.288956,0.288956,0.288956,0.288956,0.351936,0.351936,0.351936,0.351936,0.351936,0.332172,0.332172,0.332172,0.332172,0.332172,0.227804,0.227804,0.227804,0.227804,0.227804,1.41148,1.41148,1.41148,1.41148,1.41148,0.160772,0.160772,0.160772,0.160772,0.160772,0.11256,0.11256,0.11256,0.11256,0.11256,0.084588,0.084588,0.084588,0.084588,0.084588,0.074292,0.074292,0.074292,0.074292,0.074292,0.063284,0.063284,0.063284,0.063284,0.063284,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828
0.442828,0.442828,0.442828,0.442828,0.442828,4.15058,4.15058,4.15058,4.15058,4.15058,0.623432,0.623432,0.623432,0.623432,0.623432,0.267936,0.267936,0.267936,0.267936,0.267936,0.253792,0.253792,0.253792,0.253792,0.253792,0.288956,0.288956,0.288956,0.288956,0.288956,0.351936,0.351936,0.351936,0.351936,0.351936,0.332172,0.332172,0.332172,0.332172,0.332172,0.227804,0.227804,0.227804,0.227804,0.227804,1.41148,1.41148,1.41148,1.41148,1.41148,0.160772,0.160772,0.160772,0.160772,0.160772,0.11256,0.11256,0.11256,0.11256,0.11256,0.084588,0.084588,0.084588,0.084588,0.084588,0.074292,0.074292,0.074292,0.074292,0.074292,0.063284,0.063284,0.063284,0.063284,0.063284,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828,0.055828
0.296028,0.296028,0.296028,0.296028,0.296028,1.4251,1.4251,1.4251,1.4251,1.4251,3.2838,3.2838,3.2838,3.2838,3.2838,0.642176,0.642176,0.642176,0.642176,0.642176,0.313656,0.313656,0.313656,0.313656,0.313656,0.2084,0.2084,0.2084,0.2084,0.2084,0.278448,0.278448,0.278448,0.278448,0.278448,0.266416,0.266416,0.266416,0.266416,0.266416,0.234056,0.234056,0.234056,0.234056,0.234056,0.499432,0.499432,0.499432,0.499432,0.499432,0.15894,0.15894,0.15894,0.15894,0.15894,0.104356,0.104356,0.104356,0.104356,0.104356,0.080928,0.080928,0.080928,0.080928,0.080928,0.068164,0.068164,0.068164,0.068164,0.068164,0.05822,0.05822,0.05822,0.05822,0.05822,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004
0.296028,0.296028,0.296028,0.296028,0.296028,1.4251,1.4251,1.4251,1.4251,1.4251,3.2838,3.2838,3.2838,3.2838,3.2838,0.642176,0.642176,0.642176,0.642176,0.642176,0.313656,0.313656,0.313656,0.313656,0.313656,0.2084,0.2084,0.2084,0.2084,0.2084,0.278448,0.278448,0.278448,0.278448,0.278448,0.266416,0.266416,0.266416,0.266416,0.266416,0.234056,0.234056,0.234056,0.234056,0.234056,0.499432,0.499432,0.499432,0.499432,0.499432,0.15894,0.15894,0.15894,0.15894,0.15894,0.104356,0.104356,0.104356,0.104356,0.104356,0.080928,0.080928,0.080928,0.080928,0.080928,0.068164,0.068164,0.068164,0.068164,0.068164,0.05822,0.05822,0.05822,0.05822,0.05822,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004
0.296028,0.296028,0.296028,0.296028,0.296028,1.4251,1.4251,1.4251,1.4251,1.4251,3.2838,3.2838,3.2838,3.2838,3.2838,0.642176,0.642176,0.642176,0.642176,0.642176,0.313656,0.313656,0.313656,0.313656,0.313656,0.2084,0.2084,0.2084,0.2084,0.2084,0.278448,0.278448,0.278448,0.278448,0.278448,0.266416,0.266416,0.266416,0.266416,0.266416,0.234056,0.234056,0.234056,0.234056,0.234056,0.499432,0.499432,0.499432,0.499432,0.499432,0.15894,0.15894,0.15894,0.15894,0.15894,0.104356,0.104356,0.104356,0.104356,0.104356,0.080928,0.080928,0.080928,0.080928,0.080928,0.068164,0.068164,0.068164,0.068164,0.068164,0.05822,0.05822,0.05822,0.05822,0.05822,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004
0.296028,0.296028,0.296028,0.296028,0.296028,1.4251,1.4251,1.4251,1.4251,1.4251,3.2838,3.2838,3.2838,3.2838,3.2838,0.642176,0.642176,0.642176,0.642176,0.642176,0.313656,0.313656,0.313656,0.313656,0.313656,0.2084,0.2084,0.2084,0.2084,0.2084,0.278448,0.278448,0.278448,0.278448,0.278448,0.266416,0.266416,0.266416,0.266416,0.266416,0.234056,0.234056,0.234056,0.234056,0.234056,0.499432,0.499432,0.499432,0.499432,0.499432,0.15894,0.15894,0.15894,0.15894,0.15894,0.104356,0.104356,0.104356,0.104356,0.104356,0.080928,0.080928,0.080928,0.080928,0.080928,0.068164,0.068164,0.068164,0.068164,0.068164,0.05822,0.05822,0.05822,0.05822,0.05822,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004
0.296028,0.296028,0.296028,0.296028,0.296028,1.4251,1.4251,1.4251,1.4251,1.4251,3.2838,3.2838,3.2838,3.2838,3.2838,0.642176,0.642176,0.642176,0.642176,0.642176,0.313656,0.313656,0.313656,0.313656,0.313656,0.2084,0.2084,0.2084,0.2084,0.2084,0.278448,0.278448,0.278448,0.278448,0.278448,0.266416,0.266416,0.266416,0.266416,0.266416,0.234056,0.234056,0.234056,0.234056,0.234056,0.499432,0.499432,0.499432,0.499432,0.499432,0.15894,0.15894,0.15894,0.15894,0.15894,0.104356,0.104356,0.104356,0.104356,0.104356,0.080928,0.080928,0.080928,0.080928,0.080928,0.068164,0.068164,0.068164,0.068164,0.068164,0.05822,0.05822,0.05822,0.05822,0.05822,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004,0.053004
0.41218,0.41218,0.41218,0.41218,0.41218,0.34328,0.34328,0.34328,0.34328,0.34328,1.270988,1.270988,1.270988,1.270988,1.270988,1.489448,1.489448,1.489448,1.489448,1.489448,0.696988,0.696988,0.696988,0.696988,0.696988,0.379992,0.379992,0.379992,0.379992,0.379992,0.286764,0.286764,0.286764,0.286764,0.286764,0.253516,0.253516,0.253516,0.253516,0.253516,0.255976,0.255976,0.255976,0.255976,0.255976,0.330556,0.330556,0.330556,0.330556,0.330556,0.190084,0.190084,0.190084,0.190084,0.190084,0.13458,0.13458,0.13458,0.13458,0.13458,0.095848,0.095848,0.095848,0.095848,0.095848,0.069996,0.069996,0.069996,0.069996,0.069996,0.070984,0.070984,0.070984,0.070984,0.070984,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578
0.41218,0.41218,0.41218,0.41218,0.41218,0.34328,0.34328,0.34328,0.34328,0.34328,1.270988,1.270988,1.270988,1.270988,1.270988,1.489448,1.489448,1.489448,1.489448,1.489448,0.696988,0.696988,0.696988,0.696988,0.696988,0.379992,0.379992,0.379992,0.379992,0.379992,0.286764,0.286764,0.286764,0.286764,0.286764,0.253516,0.253516,0.253516,0.253516,0.253516,0.255976,0.255976,0.255976,0.255976,0.255976,0.330556,0.330556,0.330556,0.330556,0.330556,0.190084,0.190084,0.190084,0.190084,0.190084,0.13458,0.13458,0.13458,0.13458,0.13458,0.095848,0.095848,0.095848,0.095848,0.095848,0.069996,0.069996,0.069996,0.069996,0.069996,0.070984,0.070984,0.070984,0.070984,0.070984,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578
0.41218,0.41218,0.41218,0.41218,0.41218,0.34328,0.34328,0.34328,0.34328,0.34328,1.270988,1.270988,1.270988,1.270988,1.270988,1.489448,1.489448,1.489448,1.489448,1.489448,0.696988,0.696988,0.696988,0.696988,0.696988,0.379992,0.379992,0.379992,0.379992,0.379992,0.286764,0.286764,0.286764,0.286764,0.286764,0.253516,0.253516,0.253516,0.253516,0.253516,0.255976,0.255976,0.255976,0.255976,0.255976,0.330556,0.330556,0.330556,0.330556,0.330556,0.190084,0.190084,0.190084,0.190084,0.190084,0.13458,0.13458,0.13458,0.13458,0.13458,0.095848,0.095848,0.095848,0.095848,0.095848,0.069996,0.069996,0.069996,0.069996,0.069996,0.070984,0.070984,0.070984,0.070984,0.070984,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578
0.41218,0.41218,0.41218,0.41218,0.41218,0.34328,0.34328,0.34328,0.34328,0.34328,1.270988,1.270988,1.270988,1.270988,1.270988,1.489448,1.489448,1.489448,1.489448,1.489448,0.696988,0.696988,0.696988,0.696988,0.696988,0.379992,0.379992,0.379992,0.379992,0.379992,0.286764,0.286764,0.286764,0.286764,0.286764,0.253516,0.253516,0.253516,0.253516,0.253516,0.255976,0.255976,0.255976,0.255976,0.255976,0.330556,0.330556,0.330556,0.330556,0.330556,0.190084,0.190084,0.190084,0.190084,0.190084,0.13458,0.13458,0.13458,0.13458,0.13458,0.095848,0.095848,0.095848,0.095848,0.095848,0.069996,0.069996,0.069996,0.069996,0.069996,0.070984,0.070984,0.070984,0.070984,0.070984,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578
0.41218,0.41218,0.41218,0.41218,0.41218,0.34328,0.34328,0.34328,0.34328,0.34328,1.270988,1.270988,1.270988,1.270988,1.270988,1.489448,1.489448,1.489448,1.489448,1.489448,0.696988,0.696988,0.696988,0.696988,0.696988,0.379992,0.379992,0.379992,0.379992,0.379992,0.286764,0.286764,0.286764,0.286764,0.286764,0.253516,0.253516,0.253516,0.253516,0.253516,0.255976,0.255976,0.255976,0.255976,0.255976,0.330556,0.330556,0.330556,0.330556,0.330556,0.190084,0.190084,0.190084,0.190084,0.190084,0.13458,0.13458,0.13458,0.13458,0.13458,0.095848,0.095848,0.095848,0.095848,0.095848,0.069996,0.069996,0.069996,0.069996,0.069996,0.070984,0.070984,0.070984,0.070984,0.070984,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578
0.729252,0.729252,0.729252,0.729252,0.729252,0.234916,0.234916,0.234916,0.234916,0.234916,0.513308,0.513308,0.513308,0.513308,0.513308,0.94356,0.94356,0.94356,0.94356,0.94356,1.084856,1.084856,1.084856,1.084856,1.084856,0.64246,0.64246,0.64246,0.64246,0.64246,0.454516,0.454516,0.454516,0.454516,0.454516,0.363208,0.363208,0.363208,0.363208,0.363208,0.30168,0.30168,0.30168,0.30168,0.30168,0.380448,0.380448,0.380448,0.380448,0.380448,0.281548,0.281548,0.281548,0.281548,0.281548,0.181412,0.181412,0.181412,0.181412,0.181412,0.132916,0.132916,0.132916,0.132916,0.132916,0.089756,0.089756,0.089756,0.089756,0.089756,0.071588,0.071588,0.071588,0.071588,0.071588,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564,0.057564
